country_code,c_i_child,G_j,income,gdpppp,m_j,p_j
TWN,1,31.48,3477.18,25342.0,16500.223669999996,0.18
TWN,2,31.48,4740.2637,25342.0,16500.223669999996,0.18
TWN,3,31.48,5331.3013,25342.0,16500.223669999996,0.18
TWN,4,31.48,5761.6577,25342.0,16500.223669999996,0.18
TWN,5,31.48,6093.2017,25342.0,16500.223669999996,0.18
TWN,6,31.48,6406.4414,25342.0,16500.223669999996,0.18
TWN,7,31.48,6659.2026,25342.0,16500.223669999996,0.18
TWN,8,31.48,6918.418000000001,25342.0,16500.223669999996,0.18
TWN,9,31.48,7112.2593,25342.0,16500.223669999996,0.18
TWN,10,31.48,7308.3813,25342.0,16500.223669999996,0.18
TWN,11,31.48,7496.158,25342.0,16500.223669999996,0.18
TWN,12,31.48,7681.5425,25342.0,16500.223669999996,0.18
TWN,13,31.48,7850.1245,25342.0,16500.223669999996,0.18
TWN,14,31.48,8009.637,25342.0,16500.223669999996,0.18
TWN,15,31.48,8181.001,25342.0,16500.223669999996,0.18
TWN,16,31.48,8341.293,25342.0,16500.223669999996,0.18
TWN,17,31.48,8513.546999999999,25342.0,16500.223669999996,0.18
TWN,18,31.48,8659.873,25342.0,16500.223669999996,0.18
TWN,19,31.48,8803.585,25342.0,16500.223669999996,0.18
TWN,20,31.48,8945.795,25342.0,16500.223669999996,0.18
TWN,21,31.48,9087.114,25342.0,16500.223669999996,0.18
TWN,22,31.48,9223.259,25342.0,16500.223669999996,0.18
TWN,23,31.48,9366.303,25342.0,16500.223669999996,0.18
TWN,24,31.48,9521.476999999999,25342.0,16500.223669999996,0.18
TWN,25,31.48,9658.345,25342.0,16500.223669999996,0.18
TWN,26,31.48,9810.958,25342.0,16500.223669999996,0.18
TWN,27,31.48,9952.5,25342.0,16500.223669999996,0.18
TWN,28,31.48,10069.673,25342.0,16500.223669999996,0.18
TWN,29,31.48,10224.568000000001,25342.0,16500.223669999996,0.18
TWN,30,31.48,10362.66,25342.0,16500.223669999996,0.18
TWN,31,31.48,10469.039,25342.0,16500.223669999996,0.18
TWN,32,31.48,10617.48,25342.0,16500.223669999996,0.18
TWN,33,31.48,10778.328000000001,25342.0,16500.223669999996,0.18
TWN,34,31.48,10928.048999999999,25342.0,16500.223669999996,0.18
TWN,35,31.48,11070.927,25342.0,16500.223669999996,0.18
TWN,36,31.48,11221.258999999998,25342.0,16500.223669999996,0.18
TWN,37,31.48,11365.861,25342.0,16500.223669999996,0.18
TWN,38,31.48,11506.011999999999,25342.0,16500.223669999996,0.18
TWN,39,31.48,11655.51,25342.0,16500.223669999996,0.18
TWN,40,31.48,11804.896,25342.0,16500.223669999996,0.18
TWN,41,31.48,11949.443000000001,25342.0,16500.223669999996,0.18
TWN,42,31.48,12118.692,25342.0,16500.223669999996,0.18
TWN,43,31.48,12278.038999999999,25342.0,16500.223669999996,0.18
TWN,44,31.48,12423.976,25342.0,16500.223669999996,0.18
TWN,45,31.48,12572.306,25342.0,16500.223669999996,0.18
TWN,46,31.48,12728.258,25342.0,16500.223669999996,0.18
TWN,47,31.48,12897.284,25342.0,16500.223669999996,0.18
TWN,48,31.48,13057.8545,25342.0,16500.223669999996,0.18
TWN,49,31.48,13241.625,25342.0,16500.223669999996,0.18
TWN,50,31.48,13398.69,25342.0,16500.223669999996,0.18
TWN,51,31.48,13561.151000000002,25342.0,16500.223669999996,0.18
TWN,52,31.48,13724.782,25342.0,16500.223669999996,0.18
TWN,53,31.48,13891.138,25342.0,16500.223669999996,0.18
TWN,54,31.48,14052.042,25342.0,16500.223669999996,0.18
TWN,55,31.48,14227.968,25342.0,16500.223669999996,0.18
TWN,56,31.48,14437.777,25342.0,16500.223669999996,0.18
TWN,57,31.48,14628.559,25342.0,16500.223669999996,0.18
TWN,58,31.48,14824.235,25342.0,16500.223669999996,0.18
TWN,59,31.48,15028.258999999998,25342.0,16500.223669999996,0.18
TWN,60,31.48,15235.675,25342.0,16500.223669999996,0.18
TWN,61,31.48,15429.684,25342.0,16500.223669999996,0.18
TWN,62,31.48,15646.948,25342.0,16500.223669999996,0.18
TWN,63,31.48,15875.5625,25342.0,16500.223669999996,0.18
TWN,64,31.48,16107.07,25342.0,16500.223669999996,0.18
TWN,65,31.48,16370.848,25342.0,16500.223669999996,0.18
TWN,66,31.48,16588.558999999997,25342.0,16500.223669999996,0.18
TWN,67,31.48,16851.945,25342.0,16500.223669999996,0.18
TWN,68,31.48,17130.857,25342.0,16500.223669999996,0.18
TWN,69,31.48,17419.227,25342.0,16500.223669999996,0.18
TWN,70,31.48,17704.814,25342.0,16500.223669999996,0.18
TWN,71,31.48,18002.643,25342.0,16500.223669999996,0.18
TWN,72,31.48,18307.311999999998,25342.0,16500.223669999996,0.18
TWN,73,31.48,18624.781000000003,25342.0,16500.223669999996,0.18
TWN,74,31.48,18974.686,25342.0,16500.223669999996,0.18
TWN,75,31.48,19326.426,25342.0,16500.223669999996,0.18
TWN,76,31.48,19682.06,25342.0,16500.223669999996,0.18
TWN,77,31.48,20067.852,25342.0,16500.223669999996,0.18
TWN,78,31.48,20480.85,25342.0,16500.223669999996,0.18
TWN,79,31.48,20860.297,25342.0,16500.223669999996,0.18
TWN,80,31.48,21282.586,25342.0,16500.223669999996,0.18
TWN,81,31.48,21721.512000000002,25342.0,16500.223669999996,0.18
TWN,82,31.48,22234.1,25342.0,16500.223669999996,0.18
TWN,83,31.48,22723.097999999998,25342.0,16500.223669999996,0.18
TWN,84,31.48,23203.195,25342.0,16500.223669999996,0.18
TWN,85,31.48,23856.547000000002,25342.0,16500.223669999996,0.18
TWN,86,31.48,24550.625,25342.0,16500.223669999996,0.18
TWN,87,31.48,25231.963,25342.0,16500.223669999996,0.18
TWN,88,31.48,25988.132999999998,25342.0,16500.223669999996,0.18
TWN,89,31.48,26925.736,25342.0,16500.223669999996,0.18
TWN,90,31.48,27957.812,25342.0,16500.223669999996,0.18
TWN,91,31.48,29005.522999999997,25342.0,16500.223669999996,0.18
TWN,92,31.48,30165.455,25342.0,16500.223669999996,0.18
TWN,93,31.48,31731.541,25342.0,16500.223669999996,0.18
TWN,94,31.48,33315.652,25342.0,16500.223669999996,0.18
TWN,95,31.48,35418.754,25342.0,16500.223669999996,0.18
TWN,96,31.48,38123.46,25342.0,16500.223669999996,0.18
TWN,97,31.48,41663.79,25342.0,16500.223669999996,0.18
TWN,98,31.48,46650.582,25342.0,16500.223669999996,0.18
TWN,99,31.48,54016.992,25342.0,16500.223669999996,0.18
TWN,100,31.48,83540.055,25342.0,16500.223669999996,0.18
ALB,1,30.0,728.89795,7297.0,2994.829902,0.82
ALB,2,30.0,916.66235,7297.0,2994.829902,0.82
ALB,3,30.0,1010.916,7297.0,2994.829902,0.82
ALB,4,30.0,1086.9078,7297.0,2994.829902,0.82
ALB,5,30.0,1132.6997,7297.0,2994.829902,0.82
ALB,6,30.0,1171.1412,7297.0,2994.829902,0.82
ALB,7,30.0,1201.1324,7297.0,2994.829902,0.82
ALB,8,30.0,1240.8976,7297.0,2994.829902,0.82
ALB,9,30.0,1285.6914,7297.0,2994.829902,0.82
ALB,10,30.0,1325.2533,7297.0,2994.829902,0.82
ALB,11,30.0,1351.3123,7297.0,2994.829902,0.82
ALB,12,30.0,1379.9443,7297.0,2994.829902,0.82
ALB,13,30.0,1416.7827,7297.0,2994.829902,0.82
ALB,14,30.0,1467.0759,7297.0,2994.829902,0.82
ALB,15,30.0,1503.6356,7297.0,2994.829902,0.82
ALB,16,30.0,1535.6703,7297.0,2994.829902,0.82
ALB,17,30.0,1571.8933,7297.0,2994.829902,0.82
ALB,18,30.0,1604.8568,7297.0,2994.829902,0.82
ALB,19,30.0,1636.6593,7297.0,2994.829902,0.82
ALB,20,30.0,1669.9136,7297.0,2994.829902,0.82
ALB,21,30.0,1709.7347,7297.0,2994.829902,0.82
ALB,22,30.0,1746.391,7297.0,2994.829902,0.82
ALB,23,30.0,1765.3282,7297.0,2994.829902,0.82
ALB,24,30.0,1789.8435,7297.0,2994.829902,0.82
ALB,25,30.0,1821.8538,7297.0,2994.829902,0.82
ALB,26,30.0,1844.6742,7297.0,2994.829902,0.82
ALB,27,30.0,1863.2518,7297.0,2994.829902,0.82
ALB,28,30.0,1880.7145,7297.0,2994.829902,0.82
ALB,29,30.0,1903.7499,7297.0,2994.829902,0.82
ALB,30,30.0,1929.0539999999999,7297.0,2994.829902,0.82
ALB,31,30.0,1950.4482,7297.0,2994.829902,0.82
ALB,32,30.0,1967.546,7297.0,2994.829902,0.82
ALB,33,30.0,1993.7744,7297.0,2994.829902,0.82
ALB,34,30.0,2026.2073,7297.0,2994.829902,0.82
ALB,35,30.0,2057.9592,7297.0,2994.829902,0.82
ALB,36,30.0,2085.9587,7297.0,2994.829902,0.82
ALB,37,30.0,2115.2470000000003,7297.0,2994.829902,0.82
ALB,38,30.0,2141.7729999999997,7297.0,2994.829902,0.82
ALB,39,30.0,2170.2737,7297.0,2994.829902,0.82
ALB,40,30.0,2195.6135,7297.0,2994.829902,0.82
ALB,41,30.0,2216.396,7297.0,2994.829902,0.82
ALB,42,30.0,2258.5613,7297.0,2994.829902,0.82
ALB,43,30.0,2291.3662,7297.0,2994.829902,0.82
ALB,44,30.0,2318.385,7297.0,2994.829902,0.82
ALB,45,30.0,2343.677,7297.0,2994.829902,0.82
ALB,46,30.0,2367.7053,7297.0,2994.829902,0.82
ALB,47,30.0,2394.3325,7297.0,2994.829902,0.82
ALB,48,30.0,2414.1929,7297.0,2994.829902,0.82
ALB,49,30.0,2450.6875,7297.0,2994.829902,0.82
ALB,50,30.0,2493.837,7297.0,2994.829902,0.82
ALB,51,30.0,2515.8542,7297.0,2994.829902,0.82
ALB,52,30.0,2545.9229,7297.0,2994.829902,0.82
ALB,53,30.0,2585.2053,7297.0,2994.829902,0.82
ALB,54,30.0,2624.4959999999996,7297.0,2994.829902,0.82
ALB,55,30.0,2653.1479999999997,7297.0,2994.829902,0.82
ALB,56,30.0,2689.833,7297.0,2994.829902,0.82
ALB,57,30.0,2727.5537,7297.0,2994.829902,0.82
ALB,58,30.0,2760.3188,7297.0,2994.829902,0.82
ALB,59,30.0,2789.3022,7297.0,2994.829902,0.82
ALB,60,30.0,2820.4968,7297.0,2994.829902,0.82
ALB,61,30.0,2853.7224,7297.0,2994.829902,0.82
ALB,62,30.0,2892.0959999999995,7297.0,2994.829902,0.82
ALB,63,30.0,2937.91,7297.0,2994.829902,0.82
ALB,64,30.0,2981.6497,7297.0,2994.829902,0.82
ALB,65,30.0,3007.7898,7297.0,2994.829902,0.82
ALB,66,30.0,3061.0693,7297.0,2994.829902,0.82
ALB,67,30.0,3103.5266,7297.0,2994.829902,0.82
ALB,68,30.0,3146.2292,7297.0,2994.829902,0.82
ALB,69,30.0,3181.6255,7297.0,2994.829902,0.82
ALB,70,30.0,3230.5708,7297.0,2994.829902,0.82
ALB,71,30.0,3280.7761,7297.0,2994.829902,0.82
ALB,72,30.0,3341.487,7297.0,2994.829902,0.82
ALB,73,30.0,3390.7966,7297.0,2994.829902,0.82
ALB,74,30.0,3439.6257,7297.0,2994.829902,0.82
ALB,75,30.0,3491.062,7297.0,2994.829902,0.82
ALB,76,30.0,3559.863,7297.0,2994.829902,0.82
ALB,77,30.0,3616.3733,7297.0,2994.829902,0.82
ALB,78,30.0,3671.2327,7297.0,2994.829902,0.82
ALB,79,30.0,3747.2676,7297.0,2994.829902,0.82
ALB,80,30.0,3820.1353,7297.0,2994.829902,0.82
ALB,81,30.0,3894.5598,7297.0,2994.829902,0.82
ALB,82,30.0,3998.902,7297.0,2994.829902,0.82
ALB,83,30.0,4088.487,7297.0,2994.829902,0.82
ALB,84,30.0,4188.287,7297.0,2994.829902,0.82
ALB,85,30.0,4297.0615,7297.0,2994.829902,0.82
ALB,86,30.0,4417.9106,7297.0,2994.829902,0.82
ALB,87,30.0,4477.9634,7297.0,2994.829902,0.82
ALB,88,30.0,4587.197,7297.0,2994.829902,0.82
ALB,89,30.0,4670.309,7297.0,2994.829902,0.82
ALB,90,30.0,4773.785,7297.0,2994.829902,0.82
ALB,91,30.0,4965.685,7297.0,2994.829902,0.82
ALB,92,30.0,5144.8833,7297.0,2994.829902,0.82
ALB,93,30.0,5348.793000000001,7297.0,2994.829902,0.82
ALB,94,30.0,5619.445,7297.0,2994.829902,0.82
ALB,95,30.0,5860.9169999999995,7297.0,2994.829902,0.82
ALB,96,30.0,6231.0996,7297.0,2994.829902,0.82
ALB,97,30.0,6822.3184,7297.0,2994.829902,0.82
ALB,98,30.0,7775.891,7297.0,2994.829902,0.82
ALB,99,30.0,9351.751,7297.0,2994.829902,0.82
ALB,100,30.0,17754.324,7297.0,2994.829902,0.82
ARG,1,45.3,254.08942000000002,13220.0,5847.8846537,0.66
ARG,2,45.3,470.5015,13220.0,5847.8846537,0.66
ARG,3,45.3,623.4542,13220.0,5847.8846537,0.66
ARG,4,45.3,734.97455,13220.0,5847.8846537,0.66
ARG,5,45.3,832.3185,13220.0,5847.8846537,0.66
ARG,6,45.3,918.408,13220.0,5847.8846537,0.66
ARG,7,45.3,1012.4612,13220.0,5847.8846537,0.66
ARG,8,45.3,1106.381,13220.0,5847.8846537,0.66
ARG,9,45.3,1185.0071,13220.0,5847.8846537,0.66
ARG,10,45.3,1269.6984,13220.0,5847.8846537,0.66
ARG,11,45.3,1338.0342,13220.0,5847.8846537,0.66
ARG,12,45.3,1380.8749,13220.0,5847.8846537,0.66
ARG,13,45.3,1470.019,13220.0,5847.8846537,0.66
ARG,14,45.3,1549.8207,13220.0,5847.8846537,0.66
ARG,15,45.3,1624.023,13220.0,5847.8846537,0.66
ARG,16,45.3,1687.6732,13220.0,5847.8846537,0.66
ARG,17,45.3,1752.8687,13220.0,5847.8846537,0.66
ARG,18,45.3,1823.7720000000002,13220.0,5847.8846537,0.66
ARG,19,45.3,1898.275,13220.0,5847.8846537,0.66
ARG,20,45.3,1974.4622,13220.0,5847.8846537,0.66
ARG,21,45.3,2032.3722,13220.0,5847.8846537,0.66
ARG,22,45.3,2094.0496,13220.0,5847.8846537,0.66
ARG,23,45.3,2170.0852,13220.0,5847.8846537,0.66
ARG,24,45.3,2228.7747,13220.0,5847.8846537,0.66
ARG,25,45.3,2292.8467,13220.0,5847.8846537,0.66
ARG,26,45.3,2363.1096,13220.0,5847.8846537,0.66
ARG,27,45.3,2429.5596,13220.0,5847.8846537,0.66
ARG,28,45.3,2497.3577,13220.0,5847.8846537,0.66
ARG,29,45.3,2566.5305,13220.0,5847.8846537,0.66
ARG,30,45.3,2637.7153,13220.0,5847.8846537,0.66
ARG,31,45.3,2692.171,13220.0,5847.8846537,0.66
ARG,32,45.3,2746.051,13220.0,5847.8846537,0.66
ARG,33,45.3,2820.2788,13220.0,5847.8846537,0.66
ARG,34,45.3,2897.1238,13220.0,5847.8846537,0.66
ARG,35,45.3,2967.7244,13220.0,5847.8846537,0.66
ARG,36,45.3,3035.2540000000004,13220.0,5847.8846537,0.66
ARG,37,45.3,3097.5535,13220.0,5847.8846537,0.66
ARG,38,45.3,3184.9153,13220.0,5847.8846537,0.66
ARG,39,45.3,3282.9697,13220.0,5847.8846537,0.66
ARG,40,45.3,3321.3784,13220.0,5847.8846537,0.66
ARG,41,45.3,3405.5334,13220.0,5847.8846537,0.66
ARG,42,45.3,3458.2698,13220.0,5847.8846537,0.66
ARG,43,45.3,3576.3364,13220.0,5847.8846537,0.66
ARG,44,45.3,3653.4840000000004,13220.0,5847.8846537,0.66
ARG,45,45.3,3742.366,13220.0,5847.8846537,0.66
ARG,46,45.3,3834.9336,13220.0,5847.8846537,0.66
ARG,47,45.3,3937.5852,13220.0,5847.8846537,0.66
ARG,48,45.3,3983.421,13220.0,5847.8846537,0.66
ARG,49,45.3,4081.0247,13220.0,5847.8846537,0.66
ARG,50,45.3,4132.6655,13220.0,5847.8846537,0.66
ARG,51,45.3,4236.1157,13220.0,5847.8846537,0.66
ARG,52,45.3,4321.946,13220.0,5847.8846537,0.66
ARG,53,45.3,4410.517,13220.0,5847.8846537,0.66
ARG,54,45.3,4509.2407,13220.0,5847.8846537,0.66
ARG,55,45.3,4603.4473,13220.0,5847.8846537,0.66
ARG,56,45.3,4687.6504,13220.0,5847.8846537,0.66
ARG,57,45.3,4787.1006,13220.0,5847.8846537,0.66
ARG,58,45.3,4900.4614,13220.0,5847.8846537,0.66
ARG,59,45.3,4983.294,13220.0,5847.8846537,0.66
ARG,60,45.3,5099.2793,13220.0,5847.8846537,0.66
ARG,61,45.3,5205.6445,13220.0,5847.8846537,0.66
ARG,62,45.3,5313.5109999999995,13220.0,5847.8846537,0.66
ARG,63,45.3,5458.491,13220.0,5847.8846537,0.66
ARG,64,45.3,5567.0547,13220.0,5847.8846537,0.66
ARG,65,45.3,5703.41,13220.0,5847.8846537,0.66
ARG,66,45.3,5849.013000000001,13220.0,5847.8846537,0.66
ARG,67,45.3,5982.9033,13220.0,5847.8846537,0.66
ARG,68,45.3,6137.5234,13220.0,5847.8846537,0.66
ARG,69,45.3,6282.3105,13220.0,5847.8846537,0.66
ARG,70,45.3,6448.2114,13220.0,5847.8846537,0.66
ARG,71,45.3,6600.3413,13220.0,5847.8846537,0.66
ARG,72,45.3,6696.6587,13220.0,5847.8846537,0.66
ARG,73,45.3,6826.522,13220.0,5847.8846537,0.66
ARG,74,45.3,6995.557,13220.0,5847.8846537,0.66
ARG,75,45.3,7202.156,13220.0,5847.8846537,0.66
ARG,76,45.3,7416.6777,13220.0,5847.8846537,0.66
ARG,77,45.3,7625.8706,13220.0,5847.8846537,0.66
ARG,78,45.3,7869.0835,13220.0,5847.8846537,0.66
ARG,79,45.3,8084.654,13220.0,5847.8846537,0.66
ARG,80,45.3,8273.657,13220.0,5847.8846537,0.66
ARG,81,45.3,8522.606,13220.0,5847.8846537,0.66
ARG,82,45.3,8771.192,13220.0,5847.8846537,0.66
ARG,83,45.3,9024.021,13220.0,5847.8846537,0.66
ARG,84,45.3,9286.609,13220.0,5847.8846537,0.66
ARG,85,45.3,9666.155,13220.0,5847.8846537,0.66
ARG,86,45.3,10008.863000000001,13220.0,5847.8846537,0.66
ARG,87,45.3,10313.333,13220.0,5847.8846537,0.66
ARG,88,45.3,10734.454,13220.0,5847.8846537,0.66
ARG,89,45.3,11133.899,13220.0,5847.8846537,0.66
ARG,90,45.3,11605.032,13220.0,5847.8846537,0.66
ARG,91,45.3,12110.668,13220.0,5847.8846537,0.66
ARG,92,45.3,12821.353000000001,13220.0,5847.8846537,0.66
ARG,93,45.3,13450.862,13220.0,5847.8846537,0.66
ARG,94,45.3,14296.399,13220.0,5847.8846537,0.66
ARG,95,45.3,15406.059,13220.0,5847.8846537,0.66
ARG,96,45.3,16618.873,13220.0,5847.8846537,0.66
ARG,97,45.3,18226.73,13220.0,5847.8846537,0.66
ARG,98,45.3,20528.305,13220.0,5847.8846537,0.66
ARG,99,45.3,24444.95,13220.0,5847.8846537,0.66
ARG,100,45.3,43669.242,13220.0,5847.8846537,0.66
ARM,1,29.2,366.6178,5611.0,1628.3827849000002,0.4
ARM,2,29.2,535.32733,5611.0,1628.3827849000002,0.4
ARM,3,29.2,611.6456,5611.0,1628.3827849000002,0.4
ARM,4,29.2,658.3394,5611.0,1628.3827849000002,0.4
ARM,5,29.2,690.8471,5611.0,1628.3827849000002,0.4
ARM,6,29.2,721.91,5611.0,1628.3827849000002,0.4
ARM,7,29.2,753.8348,5611.0,1628.3827849000002,0.4
ARM,8,29.2,784.914,5611.0,1628.3827849000002,0.4
ARM,9,29.2,809.0876,5611.0,1628.3827849000002,0.4
ARM,10,29.2,830.59094,5611.0,1628.3827849000002,0.4
ARM,11,29.2,852.4589,5611.0,1628.3827849000002,0.4
ARM,12,29.2,868.94116,5611.0,1628.3827849000002,0.4
ARM,13,29.2,885.39276,5611.0,1628.3827849000002,0.4
ARM,14,29.2,901.40045,5611.0,1628.3827849000002,0.4
ARM,15,29.2,916.8185,5611.0,1628.3827849000002,0.4
ARM,16,29.2,930.39844,5611.0,1628.3827849000002,0.4
ARM,17,29.2,944.1479,5611.0,1628.3827849000002,0.4
ARM,18,29.2,960.3194599999999,5611.0,1628.3827849000002,0.4
ARM,19,29.2,973.6211,5611.0,1628.3827849000002,0.4
ARM,20,29.2,985.9384,5611.0,1628.3827849000002,0.4
ARM,21,29.2,1001.25635,5611.0,1628.3827849000002,0.4
ARM,22,29.2,1015.4506,5611.0,1628.3827849000002,0.4
ARM,23,29.2,1032.4769999999999,5611.0,1628.3827849000002,0.4
ARM,24,29.2,1045.7046,5611.0,1628.3827849000002,0.4
ARM,25,29.2,1057.7776,5611.0,1628.3827849000002,0.4
ARM,26,29.2,1069.1831,5611.0,1628.3827849000002,0.4
ARM,27,29.2,1081.0719,5611.0,1628.3827849000002,0.4
ARM,28,29.2,1092.8855,5611.0,1628.3827849000002,0.4
ARM,29,29.2,1108.2437,5611.0,1628.3827849000002,0.4
ARM,30,29.2,1120.6235,5611.0,1628.3827849000002,0.4
ARM,31,29.2,1133.1283,5611.0,1628.3827849000002,0.4
ARM,32,29.2,1146.9109,5611.0,1628.3827849000002,0.4
ARM,33,29.2,1162.6599,5611.0,1628.3827849000002,0.4
ARM,34,29.2,1178.236,5611.0,1628.3827849000002,0.4
ARM,35,29.2,1193.8954,5611.0,1628.3827849000002,0.4
ARM,36,29.2,1208.1305,5611.0,1628.3827849000002,0.4
ARM,37,29.2,1223.5303,5611.0,1628.3827849000002,0.4
ARM,38,29.2,1238.8951,5611.0,1628.3827849000002,0.4
ARM,39,29.2,1253.8859,5611.0,1628.3827849000002,0.4
ARM,40,29.2,1268.9225,5611.0,1628.3827849000002,0.4
ARM,41,29.2,1281.8394,5611.0,1628.3827849000002,0.4
ARM,42,29.2,1296.4242,5611.0,1628.3827849000002,0.4
ARM,43,29.2,1314.5457,5611.0,1628.3827849000002,0.4
ARM,44,29.2,1327.7771,5611.0,1628.3827849000002,0.4
ARM,45,29.2,1342.8373,5611.0,1628.3827849000002,0.4
ARM,46,29.2,1359.8248,5611.0,1628.3827849000002,0.4
ARM,47,29.2,1377.7891,5611.0,1628.3827849000002,0.4
ARM,48,29.2,1394.5028,5611.0,1628.3827849000002,0.4
ARM,49,29.2,1411.0984,5611.0,1628.3827849000002,0.4
ARM,50,29.2,1428.1554,5611.0,1628.3827849000002,0.4
ARM,51,29.2,1446.4796,5611.0,1628.3827849000002,0.4
ARM,52,29.2,1462.5804,5611.0,1628.3827849000002,0.4
ARM,53,29.2,1478.4479,5611.0,1628.3827849000002,0.4
ARM,54,29.2,1492.0929,5611.0,1628.3827849000002,0.4
ARM,55,29.2,1508.306,5611.0,1628.3827849000002,0.4
ARM,56,29.2,1524.2128,5611.0,1628.3827849000002,0.4
ARM,57,29.2,1544.3384,5611.0,1628.3827849000002,0.4
ARM,58,29.2,1561.2284,5611.0,1628.3827849000002,0.4
ARM,59,29.2,1579.2787,5611.0,1628.3827849000002,0.4
ARM,60,29.2,1597.0527,5611.0,1628.3827849000002,0.4
ARM,61,29.2,1615.3346,5611.0,1628.3827849000002,0.4
ARM,62,29.2,1629.283,5611.0,1628.3827849000002,0.4
ARM,63,29.2,1646.6173,5611.0,1628.3827849000002,0.4
ARM,64,29.2,1664.7320000000002,5611.0,1628.3827849000002,0.4
ARM,65,29.2,1686.3934,5611.0,1628.3827849000002,0.4
ARM,66,29.2,1709.094,5611.0,1628.3827849000002,0.4
ARM,67,29.2,1730.8502,5611.0,1628.3827849000002,0.4
ARM,68,29.2,1750.0732,5611.0,1628.3827849000002,0.4
ARM,69,29.2,1777.7485,5611.0,1628.3827849000002,0.4
ARM,70,29.2,1803.7054,5611.0,1628.3827849000002,0.4
ARM,71,29.2,1826.0278,5611.0,1628.3827849000002,0.4
ARM,72,29.2,1852.229,5611.0,1628.3827849000002,0.4
ARM,73,29.2,1879.5952,5611.0,1628.3827849000002,0.4
ARM,74,29.2,1906.9038,5611.0,1628.3827849000002,0.4
ARM,75,29.2,1932.2344,5611.0,1628.3827849000002,0.4
ARM,76,29.2,1960.7899,5611.0,1628.3827849000002,0.4
ARM,77,29.2,1994.7466,5611.0,1628.3827849000002,0.4
ARM,78,29.2,2029.332,5611.0,1628.3827849000002,0.4
ARM,79,29.2,2065.607,5611.0,1628.3827849000002,0.4
ARM,80,29.2,2098.375,5611.0,1628.3827849000002,0.4
ARM,81,29.2,2132.9453,5611.0,1628.3827849000002,0.4
ARM,82,29.2,2169.0327,5611.0,1628.3827849000002,0.4
ARM,83,29.2,2215.1067,5611.0,1628.3827849000002,0.4
ARM,84,29.2,2258.8452,5611.0,1628.3827849000002,0.4
ARM,85,29.2,2302.0046,5611.0,1628.3827849000002,0.4
ARM,86,29.2,2354.0588,5611.0,1628.3827849000002,0.4
ARM,87,29.2,2404.2112,5611.0,1628.3827849000002,0.4
ARM,88,29.2,2453.5447,5611.0,1628.3827849000002,0.4
ARM,89,29.2,2512.8293,5611.0,1628.3827849000002,0.4
ARM,90,29.2,2570.032,5611.0,1628.3827849000002,0.4
ARM,91,29.2,2653.5796,5611.0,1628.3827849000002,0.4
ARM,92,29.2,2738.5073,5611.0,1628.3827849000002,0.4
ARM,93,29.2,2832.9912,5611.0,1628.3827849000002,0.4
ARM,94,29.2,2932.5605,5611.0,1628.3827849000002,0.4
ARM,95,29.2,3062.8557,5611.0,1628.3827849000002,0.4
ARM,96,29.2,3229.5537,5611.0,1628.3827849000002,0.4
ARM,97,29.2,3466.665,5611.0,1628.3827849000002,0.4
ARM,98,29.2,3758.6018,5611.0,1628.3827849000002,0.4
ARM,99,29.2,4320.2896,5611.0,1628.3827849000002,0.4
ARM,100,29.2,6566.159000000001,5611.0,1628.3827849000002,0.4
AUT,1,30.4,2958.0764,36193.0,16637.600204,0.25
AUT,2,30.4,4893.4673,36193.0,16637.600204,0.25
AUT,3,30.4,5459.649,36193.0,16637.600204,0.25
AUT,4,30.4,5923.5854,36193.0,16637.600204,0.25
AUT,5,30.4,6380.278,36193.0,16637.600204,0.25
AUT,6,30.4,6779.2646,36193.0,16637.600204,0.25
AUT,7,30.4,7056.4434,36193.0,16637.600204,0.25
AUT,8,30.4,7316.1816,36193.0,16637.600204,0.25
AUT,9,30.4,7581.0547,36193.0,16637.600204,0.25
AUT,10,30.4,7759.3896,36193.0,16637.600204,0.25
AUT,11,30.4,7956.4214,36193.0,16637.600204,0.25
AUT,12,30.4,8176.272,36193.0,16637.600204,0.25
AUT,13,30.4,8415.03,36193.0,16637.600204,0.25
AUT,14,30.4,8623.799,36193.0,16637.600204,0.25
AUT,15,30.4,8814.575,36193.0,16637.600204,0.25
AUT,16,30.4,8990.363000000001,36193.0,16637.600204,0.25
AUT,17,30.4,9178.429,36193.0,16637.600204,0.25
AUT,18,30.4,9376.023000000001,36193.0,16637.600204,0.25
AUT,19,30.4,9515.739,36193.0,16637.600204,0.25
AUT,20,30.4,9695.099,36193.0,16637.600204,0.25
AUT,21,30.4,9863.0205,36193.0,16637.600204,0.25
AUT,22,30.4,10055.017,36193.0,16637.600204,0.25
AUT,23,30.4,10259.746,36193.0,16637.600204,0.25
AUT,24,30.4,10496.358999999999,36193.0,16637.600204,0.25
AUT,25,30.4,10554.083999999999,36193.0,16637.600204,0.25
AUT,26,30.4,10697.8,36193.0,16637.600204,0.25
AUT,27,30.4,10856.462,36193.0,16637.600204,0.25
AUT,28,30.4,10975.0625,36193.0,16637.600204,0.25
AUT,29,30.4,11093.223999999998,36193.0,16637.600204,0.25
AUT,30,30.4,11224.961000000001,36193.0,16637.600204,0.25
AUT,31,30.4,11336.454,36193.0,16637.600204,0.25
AUT,32,30.4,11480.446000000002,36193.0,16637.600204,0.25
AUT,33,30.4,11661.576000000001,36193.0,16637.600204,0.25
